"price","types","address","latitude","longitude","date","beds","baths","sq.","bath","reception","receptions","bed","TotalBeds","TotalBaths","TotalReceptions","FlatType"
325000,"1 bed flat for sale ","Kingston Road, London SW20",51.41057,-0.219109,2021-08-19,"0","0",NA,"1","1","0","1",1,1,1,"flat "
425000,"2 bed flat for sale ","Approach Road, London SW20",51.40896,-0.228671,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
350000,"1 bed flat for sale ","Eaton Rise, London W5",51.52193,-0.306346,2021-08-19,"0","0",NA,"1","1","0","1",1,1,1,"flat "
895000,"3 bed flat for sale ","6-10 Church Hill, Walthamstow, London E17",51.58492,-0.0188,2021-08-19,"3","2","112","0","1","0","0",3,2,1,"flat "
695000,"3 bed flat for sale ","6-10 Church Hill, Walthamstow, London E17",51.58487,-0.019109,2021-08-19,"3","2","83","0","1","0","0",3,2,1,"flat "
515000,"2 bed flat for sale ","Blegborough Road, Streatham SW16",51.42258,-0.14093,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
625000,"2 bed flat for sale ","6-10 Church Hill, Walthamstow, London E17",51.58487,-0.019109,2021-08-19,"2","2","82","0","1","0","0",2,2,1,"flat "
325000,"1 bed flat for sale ","Preistley Close, Ravensdale Road, London N16",51.57482,-0.069307,2021-08-19,"0","0",NA,"1","1","0","1",1,1,1,"flat "
695000,"3 bed terraced house for sale ","Thomas More Street, Wapping E1W",51.5065,-0.068104,2021-08-19,"3","2",NA,"0","1","0","0",3,2,1,"terraced house "
475000,"2 bed flat for sale ","Wilkinson Close, London NW2",51.56539,-0.223216,2021-08-19,"2","2",NA,"0","1","0","0",2,2,1,"flat "
650000,"4 bed semi-detached house for sale ","Harrow View, Harrow HA1",51.5899,-0.345627,2021-08-19,"4","0",NA,"1","1","0","0",4,1,1,"semi-detached house "
475000,"2 bed flat for sale ","6-10 Church Hill, Walthamstow, London E17",51.58487,-0.019109,2021-08-19,"2","0","62","1","1","0","0",2,1,1,"flat "
425000,"2 bed flat for sale ","Merton Road, London SW18",51.45083,-0.198728,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
575000,"3 bed property for sale ","Huddlestone Road, London E7",51.55545,0.018299,2021-08-19,"3","0",NA,"1","0","2","0",3,1,2,"property "
4e+05,"2 bed flat for sale ","Caithness Walk, Croydon CR0",51.37654,-0.094124,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
2e+05,"2 bed flat for sale ","Caithness Walk, Croydon CR0",51.37654,-0.094124,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
1999995,"1 bed flat for sale ","Mallow Street, London EC1Y",51.5254,-0.088656,2021-08-19,"0","0",NA,"1","1","0","1",1,1,1,"flat "
635000,"2 bed flat for sale ","Dover Mansions, Brixton, London SW9",51.46426,-0.113427,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
425000,"2 bed flat for sale ","Barrhill Road, London SW2",51.44032,-0.126568,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
7e+05,"6 bed semi-detached house for sale ","11 Handel Way, Edgware, Middlesex HA8",51.6095,-0.280044,2021-08-19,"6","0",NA,"0","0","0","0",6,0,0,"semi-detached house "
525000,"2 bed flat for sale ","Holders Hill Road, Hendon, London NW4",51.59651,-0.215832,2021-08-19,"2","2",NA,"0","1","0","0",2,2,1,"flat "
525000,"2 bed flat for sale ","Hampton Road, Twickenham TW2",51.43642,-0.350241,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
1999950,"4 bed semi-detached house for sale ","Beresford Avenue, Twickenham TW1",51.45732,-0.310266,2021-08-19,"4","3",NA,"0","0","3","0",4,3,3,"semi-detached house "
280000,"2 bed flat for sale ","Redwood Gardens, North Chingford, London E4",51.63694,-0.013475,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
799950,"4 bed detached house for sale ","The Fairway, South Ruislip HA4",51.5626,-0.391341,2021-08-19,"4","2",NA,"0","0","2","0",4,2,2,"detached house "
4e+05,"2 bed flat for sale ","Approach Road, London SW20",51.40896,-0.228673,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
399000,"1 bed flat for sale ","Bentley Way, New Barnet, Barnet EN5",51.65111,-0.175379,2021-08-19,"0","0",NA,"1","1","0","1",1,1,1,"flat "
3e+05,"1 bed flat for sale ","Closemead Close, Northwood HA6",51.6127,-0.438679,2021-08-19,"0","0",NA,"1","1","0","1",1,1,1,"flat "
495000,"Studio for sale ","Douglass Tower, Goodluck Hope, London E14",51.51142,0.005244,2021-08-19,"0","0",NA,"1","1","0","0",0,1,1,"Studio "
575000,"2 bed flat for sale ","Bentley Way, New Barnet, Barnet EN5",51.65111,-0.175379,2021-08-19,"2","2",NA,"0","1","0","0",2,2,1,"flat "
375000,"1 bed flat for sale ","Dudley Court, Upper Berkeley Street, London W1H",51.51528,-0.162508,2021-08-19,"0","0",NA,"0","1","0","1",1,0,1,"flat "
525000,"2 bed semi-detached house for sale ","Ashdale Way, Whitton, Twickenham TW2",51.45194,-0.361158,2021-08-19,"2","2",NA,"0","0","2","0",2,2,2,"semi-detached house "
325000,"2 bed flat for sale ","Wickham Road, Shirley / West Wickham CR0",51.37691,-0.030601,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
425000,"2 bed terraced house for sale ","Connaught Gardens, Morden SM4",51.397,-0.185316,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"terraced house "
450000,"3 bed terraced house for sale ","Elsenham Road, London E12",51.54661,0.061927,2021-08-19,"3","0",NA,"1","0","2","0",3,1,2,"terraced house "
1100000,"2 bed flat for sale ","Dawlish Road, Mapesbury, London NW2",51.54959,-0.21318,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
375000,"4 bed flat for sale ","Endsleigh Gardens, Cranbrook, Ilford IG1",51.56533,0.060439,2021-08-19,"4","0",NA,"1","1","0","0",4,1,1,"flat "
615000,"3 bed maisonette for sale ","Durham Road, London SW20",51.41398,-0.233343,2021-08-19,"3","0",NA,"1","1","0","0",3,1,1,"maisonette "
399000,"Studio for sale ","Cambridge Gardens, London W10",51.51726,-0.215889,2021-08-19,"0","0",NA,"1","1","0","0",0,1,1,"Studio "
325000,"2 bed flat for sale ","Watford Way, London NW4",51.59455,-0.233965,2021-08-19,"2","0","605","1","1","0","0",2,1,1,"flat "
475000,"1 bed flat for sale ","Uxbridge Road, London W3",51.508,-0.282305,2021-08-19,"0","0","732","1","1","0","1",1,1,1,"flat "
6e+05,"4 bed end terrace house for sale ","Bridgewater Road, Wembley, Middlesex HA0",51.54513,-0.306376,2021-08-19,"4","2",NA,"0","0","2","0",4,2,2,"end terrace house "
1715000,"5 bed semi-detached house for sale ","Kerrison Road, Ealing W5",51.50716,-0.301301,2021-08-19,"5","3","2,368","0","0","2","0",5,3,2,"semi-detached house "
945000,"4 bed terraced house for sale ","Cornwallis Square, London N19",51.5644,-0.12483,2021-08-19,"4","2",NA,"0","0","2","0",4,2,2,"terraced house "
325000,"1 bed flat for sale ","Devonshire Road, Colliers Wood, London SW19",51.41971,-0.166071,2021-08-19,"0","0",NA,"1","1","0","1",1,1,1,"flat "
550000,"2 bed flat for sale ","Alaska Apartments, 22 Western Gateway, London E16",51.5081,0.017227,2021-08-19,"2","2","884","0","1","0","0",2,2,1,"flat "
374995,"3 bed end terrace house for sale ","Goldsmid Street, London SE18",51.4822,0.089755,2021-08-19,"3","0",NA,"1","0","0","0",3,1,0,"end terrace house "
249550,"1 bed flat for sale ","Ryefield Crescent, Northwood HA6",51.5999,-0.409333,2021-08-19,"0","0",NA,"1","1","0","1",1,1,1,"flat "
450000,"2 bed flat for sale ","Seymour Road, London SW18",51.45159,-0.202964,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
6e+05,"2 bed flat for sale ","Mark Twain Drive, London NW2",51.55745,-0.227737,2021-08-19,"2","2",NA,"0","1","0","0",2,2,1,"flat "
375000,"3 bed terraced house for sale ","Northover, Bromley, Kent BR1",51.43315,0.010029,2021-08-19,"3","0",NA,"1","1","0","0",3,1,1,"terraced house "
2440000,"2 bed flat for sale ","Place, Great Portland Street, Marylebone W1W",51.52349,-0.144409,2021-08-19,"2","2",NA,"0","1","0","0",2,2,1,"flat "
750000,"3 bed semi-detached house for sale ","Tranmere Road, Twickenham TW2",51.45113,-0.363139,2021-08-19,"3","0",NA,"1","0","2","0",3,1,2,"semi-detached house "
130000,"Studio for sale ","Shepiston Lane, Hayes UB3",51.49491,-0.431137,2021-08-19,"0","0",NA,"1","1","0","1",1,1,1,"Studio "
750000,"2 bed flat for sale ","Uxbridge Road, London W3",51.508,-0.282305,2021-08-19,"2","2","1,023","0","1","0","0",2,2,1,"flat "
550000,"4 bed maisonette for sale ","Virginia Road, London E2",51.52733,-0.07446,2021-08-19,"4","0",NA,"1","1","0","0",4,1,1,"maisonette "
325000,"2 bed flat for sale ","Carlton Close, Upminster RM14",51.55751,0.243489,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
675000,"2 bed flat for sale ","Victoria Road, London N22",51.5999,-0.134034,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
640000,"5 bed semi-detached house for sale ","Longford Avenue, Southall, Middlesex UB1",51.51335,-0.365427,2021-08-19,"5","2",NA,"0","0","2","0",5,2,2,"semi-detached house "
295000,"2 bed flat for sale ","Bingham Road, Croydon CR0",51.37927,-0.072255,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
550000,"3 bed maisonette for sale ","Patriot Square, London E2",51.53115,-0.054027,2021-08-19,"3","0",NA,"1","1","0","0",3,1,1,"maisonette "
730000,"3 bed property for sale ","Whitestile Road, Brentford TW8",51.49396,-0.30659,2021-08-19,"3","0",NA,"1","0","2","0",3,1,2,"property "
599950,"2 bed flat for sale ","Holland Road, London W14",51.50282,-0.214502,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
1150000,"2 bed flat for sale ","Central Avenue, London SW6",51.46733,-0.18719,2021-08-19,"2","2",NA,"0","1","0","0",2,2,1,"flat "
7e+05,"5 bed semi-detached house for sale ","Tyndall Road, Welling DA16",51.46096,0.098159,2021-08-19,"5","2",NA,"0","0","2","0",5,2,2,"semi-detached house "
725000,"1 bed flat for sale ","Oxford Gardens, London W10",51.51843,-0.21217,2021-08-19,"0","0",NA,"1","1","0","1",1,1,1,"flat "
850000,"3 bed flat for sale ","Kyrle Road, London SW11",51.45446,-0.158592,2021-08-19,"3","2",NA,"0","1","0","0",3,2,1,"flat "
2e+06,"5 bed semi-detached house for sale ","Leopold Terrace, Dora Road, London SW19",51.42867,-0.202625,2021-08-19,"5","2","2,159","0","0","2","0",5,2,2,"semi-detached house "
424950,"2 bed flat for sale ","Gwynne Road, Battersea, London SW11",51.47151,-0.175174,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
575000,"3 bed terraced house for sale ","Bunyan Road, Walthamstow, London E17",51.58878,-0.033917,2021-08-19,"3","0",NA,"1","1","0","0",3,1,1,"terraced house "
695000,"2 bed flat for sale ","Hammersmith Bridge Road, London W6",51.4899,-0.229216,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
425000,"2 bed flat for sale ","Whitburn Road, London SE13",51.45749,-0.014884,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
675000,"2 bed terraced house for sale ","Dupont Road, London SW20",51.40863,-0.220902,2021-08-19,"2","0",NA,"1","0","2","0",2,1,2,"terraced house "
5e+05,"2 bed flat for sale ","Clifton House, 140 Pinner Road, Northwood HA6",51.60484,-0.416792,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
550000,"3 bed flat for sale ","Putney Hill, London SW15",51.4518,-0.221342,2021-08-19,"3","0",NA,"1","1","0","0",3,1,1,"flat "
475000,"2 bed flat for sale ","Clifton House, 140 Pinner Road, Northwood HA6",51.60484,-0.416792,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
325000,"1 bed flat for sale ","Torrington Park, North Finchley N12",51.61671,-0.17376,2021-08-19,"0","0",NA,"1","1","0","1",1,1,1,"flat "
2500000,"3 bed flat for sale ","Cleland House, London SW1P",51.48103,-0.135804,2021-08-19,"3","2","1,324","0","1","0","0",3,2,1,"flat "
225000,"1 bed flat for sale ","Windmill Road, Croydon CR0",51.38468,-0.102168,2021-08-19,"0","0",NA,"1","1","0","1",1,1,1,"flat "
250000,"2 bed flat for sale ","Chisley Road, London N15",51.57818,-0.079224,2021-08-19,"2","0",NA,"1","0","0","0",2,1,0,"flat "
425000,"3 bed semi-detached house for sale ","Heathfield Park Drive, Chadwell Heath, Romford, Essex RM6",51.57825,0.116446,2021-08-19,"3","2",NA,"0","0","2","0",3,2,2,"semi-detached house "
275000,"2 bed maisonette for sale ","38 Wolseley Road, Mitcham CR4",51.38423,-0.158897,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"maisonette "
8e+05,"3 bed terraced house for sale ","Claygate Road, London W13",51.50209,-0.32163,2021-08-19,"3","0",NA,"1","0","2","0",3,1,2,"terraced house "
8e+05,"2 bed flat for sale ","Jenner Road, London N16",51.55985,-0.068012,2021-08-19,"2","0","962","1","0","2","0",2,1,2,"flat "
495000,"2 bed end terrace house for sale ","Macleod Road, Winchmore Hill N21",51.64658,-0.117168,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"end terrace house "
2e+05,"Studio for sale ","Burnell Road, Sutton, Surrey SM1",51.36951,-0.193968,2021-08-19,"0","0",NA,"1","1","0","0",0,1,1,"Studio "
375000,"2 bed flat for sale ","Bramley Court, Orchard Grove, Orpington BR6",51.37383,0.095509,2021-08-19,"2","0","527","0","1","0","0",2,0,1,"flat "
575000,"2 bed flat for sale ","Alderbrook Road, London SW12",51.45171,-0.151121,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
485000,"2 bed maisonette for sale ","Uxbridge Road, London W12",51.50655,-0.245848,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"maisonette "
725000,"3 bed semi-detached house for sale ","Church Street, Ewell, Epsom KT17",51.35169,-0.247514,2021-08-19,"3","2",NA,"0","1","0","0",3,2,1,"semi-detached house "
685000,"3 bed semi-detached house for sale ","Church Street, Ewell, Epsom KT17",51.35169,-0.247514,2021-08-19,"3","2",NA,"0","1","0","0",3,2,1,"semi-detached house "
435000,"2 bed property for sale ","Risborough Close, Muswell Hill, London N10",51.5901,-0.140163,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"property "
340000,"2 bed terraced house for sale ","Barleyfields Close, Romford RM6",51.5718,0.11972,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"terraced house "
650000,"4 bed semi-detached house for sale ","Shirley Avenue, Sutton SM1",51.36821,-0.174154,2021-08-19,"4","0",NA,"1","0","2","0",4,1,2,"semi-detached house "
345000,"2 bed flat for sale ","Sydenham Road, Croydon, Surrey CR0",51.38069,-0.0936,2021-08-19,"2","2",NA,"0","1","0","0",2,2,1,"flat "
5e+05,"3 bed flat for sale ","Fulham Road, London SW6",51.47867,-0.202591,2021-08-19,"3","0",NA,"1","0","0","0",3,1,0,"flat "
425000,"1 bed flat for sale ","Gwynne Road, London SW11",51.47141,-0.17427,2021-08-19,"0","0",NA,"1","1","0","1",1,1,1,"flat "
0,"2 bed flat for sale ","Avenue Road, Kingston Upon Thames KT1",51.40524,-0.298921,2021-08-19,"2","2","790","0","1","0","0",2,2,1,"flat "
6e+05,"2 bed property for sale ","James Joyce Walk, London SE24",51.46092,-0.103025,2021-08-19,"2","2",NA,"0","1","0","0",2,2,1,"property "
550000,"3 bed flat for sale ","Canrobert Street, London E2",51.52486,-0.057069,2021-08-19,"3","0",NA,"1","1","0","0",3,1,1,"flat "
1200000,"4 bed terraced house for sale ","Beryl Road, London W6",51.48881,-0.220817,2021-08-19,"4","2",NA,"0","1","0","0",4,2,1,"terraced house "
650000,"2 bed flat for sale ","Woodhouse Road, North Finchley, London N12",51.61217,-0.172932,2021-08-19,"2","2",NA,"0","1","0","0",2,2,1,"flat "
6e+05,"3 bed semi-detached house for sale ","Church Road, Northolt UB5",51.54153,-0.381225,2021-08-19,"3","2",NA,"0","1","0","0",3,2,1,"semi-detached house "
0,"3 bed flat for sale ","Avenue Road, Kingston Upon Thames KT1",51.40524,-0.298921,2021-08-19,"3","2","954","0","1","0","0",3,2,1,"flat "
420000,"2 bed flat for sale ","303 High Street, Sutton SM1",51.36934,-0.195627,2021-08-19,"2","2",NA,"0","1","0","0",2,2,1,"flat "
2e+06,"4 bed town house for sale ","Tenniel Close, London W2",51.51356,-0.185639,2021-08-19,"4","2",NA,"0","0","0","0",4,2,0,"town house "
1750000,"4 bed terraced house for sale ","Linden Avenue, London NW10",51.53213,-0.220083,2021-08-19,"4","3",NA,"0","1","0","0",4,3,1,"terraced house "
575000,"3 bed flat for sale ","Lane Court, Bolingbroke Grove, London SW11",51.45061,-0.164765,2021-08-19,"3","0",NA,"1","1","0","0",3,1,1,"flat "
1e+06,"9 bed semi-detached house for sale ","Wanstead Park Road, Ilford IG1",51.56929,0.052075,2021-08-19,"9","2",NA,"0","0","4","0",9,2,4,"semi-detached house "
650000,"1 bed flat for sale ","Stanmer Street, London SW11",51.47207,-0.167038,2021-08-19,"0","0",NA,"1","1","0","1",1,1,1,"flat "
350000,"1 bed flat for sale ","Rokesly Avenue, London N8",51.5829,-0.119263,2021-08-19,"0","0","404","1","1","0","1",1,1,1,"flat "
750000,"2 bed flat for sale ","Britannia Road, Fulham, London SW6",51.47972,-0.191533,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
775000,"2 bed flat for sale ","Burrows Road, Kensal Green, London NW10",51.53136,-0.224219,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"flat "
465000,"2 bed flat for sale ","Boulevard Drive, Colindale, London NW9",51.59542,-0.241255,2021-08-19,"2","2",NA,"0","1","0","0",2,2,1,"flat "
1.6e+07,"9 bed detached house for sale ","The Bishops Avenue, Hampstead, London N2",51.5809,-0.169554,2021-08-19,"9","8",NA,"0","0","2","0",9,8,2,"detached house "
5e+05,"2 bed maisonette for sale ","Gibbs Green, West Kensington, London W14",51.48969,-0.204752,2021-08-19,"2","0",NA,"1","1","0","0",2,1,1,"maisonette "
425000,"1 bed flat for sale ","Celandine Drive, London E8",51.54102,-0.072338,2021-08-19,"0","0",NA,"0","0","0","1",1,0,0,"flat "
315000,"1 bed flat for sale ","Farnaby Road, Shortlands, Bromley BR1",51.40833,0.004202,2021-08-19,"0","0",NA,"1","1","0","1",1,1,1,"flat "
650000,"1 bed flat for sale ","Brunswick House, Hammersmith, Fulham Reach W6",51.48748,-0.225766,2021-08-18,"0","0",NA,"1","1","0","1",1,1,1,"flat "
520000,"3 bed flat for sale ","Green Street, London E13",51.5365,0.035214,2021-08-18,"3","2",NA,"0","1","0","0",3,2,1,"flat "
458000,"1 bed flat for sale ","Upper Tooting Road, London SW17",51.43523,-0.160156,2021-08-18,"0","0",NA,"1","1","0","1",1,1,1,"flat "
450000,"3 bed terraced house for sale ","Zermatt Road, Thornton Heath CR7",51.39552,-0.101619,2021-08-18,"3","2",NA,"0","0","2","0",3,2,2,"terraced house "
410000,"2 bed flat for sale ","Bramley Road, London N14",51.64707,-0.134087,2021-08-18,"2","2",NA,"0","1","0","0",2,2,1,"flat "
535000,"3 bed semi-detached house for sale ","Eastcote Lane, Harrow HA2",51.56155,-0.374297,2021-08-18,"3","0",NA,"1","0","2","0",3,1,2,"semi-detached house "
375000,"2 bed flat for sale ","Victoria Road, Acton, London W3",51.52301,-0.261043,2021-08-18,"2","2",NA,"0","1","0","0",2,2,1,"flat "
364950,"2 bed flat for sale ","Hunting Place, Hounslow TW5",51.48602,-0.379029,2021-08-18,"2","2",NA,"0","1","0","0",2,2,1,"flat "
850000,"4 bed semi-detached house for sale ","Green Lane, London SW16",51.4152,-0.120823,2021-08-18,"4","2",NA,"0","0","2","0",4,2,2,"semi-detached house "
5e+05,"4 bed semi-detached house for sale ","Owen Close, Croydon CR0",51.38792,-0.090493,2021-08-18,"4","2",NA,"0","1","0","0",4,2,1,"semi-detached house "
125000,"2 bed property for sale ","Preston Road, Wembley HA9",51.56302,-0.291676,2021-08-18,"2","0",NA,"1","1","0","0",2,1,1,"property "
325000,"2 bed flat for sale ","Selsdon Road, South Croydon CR2",51.36147,-0.09553,2021-08-18,"2","0",NA,"1","1","0","0",2,1,1,"flat "
3e+05,"2 bed flat for sale ","Mill Green Road, Mitcham CR4",51.38636,-0.159918,2021-08-18,"2","0",NA,"1","1","0","0",2,1,1,"flat "
790000,"3 bed bungalow for sale ","Capuchin Close, Stanmore HA7",51.61149,-0.317905,2021-08-18,"3","0",NA,"0","1","0","0",3,0,1,"bungalow "
450000,"2 bed flat for sale ","Warple Way, London W3",51.50347,-0.253228,2021-08-18,"2","0",NA,"1","1","0","0",2,1,1,"flat "
425000,"3 bed terraced house for sale ","Old Farm Avenue, Sidcup DA15",51.43656,0.090552,2021-08-18,"3","0",NA,"1","0","2","0",3,1,2,"terraced house "
4e+05,"3 bed flat for sale ","Clarendon Gardens, Ilford IG1",51.56907,0.062686,2021-08-18,"3","0",NA,"1","1","0","0",3,1,1,"flat "
590000,"4 bed terraced house for sale ","Wanstead Park Road, Ilford IG1",51.56457,0.055989,2021-08-18,"4","0",NA,"1","0","3","0",4,1,3,"terraced house "
325000,"2 bed flat for sale ","Kimpton Road, London SE5",51.47466,-0.08984,2021-08-18,"2","0",NA,"1","1","0","0",2,1,1,"flat "
250000,"1 bed flat for sale ","Arran Road, London SE6",51.43809,-0.016287,2021-08-18,"0","0",NA,"1","1","0","1",1,1,1,"flat "
350000,"1 bed flat for sale ","Fairfield Road, London E3",51.53235,-0.020986,2021-08-18,"0","0",NA,"1","1","0","1",1,1,1,"flat "
325000,"2 bed flat for sale ","Pembury Road, London E5",51.55239,-0.059179,2021-08-18,"2","0",NA,"0","0","0","0",2,0,0,"flat "
289995,"1 bed flat for sale ","Jedburgh Road, Plaistow, London E13",51.52706,0.032126,2021-08-18,"0","0",NA,"0","0","0","1",1,0,0,"flat "
215000,"1 bed flat for sale ","Copthorne Mews, Hayes UB3",51.49831,-0.428917,2021-08-18,"0","0",NA,"0","0","0","1",1,0,0,"flat "
389950,"2 bed semi-detached house for sale ","Hayman Crescent, Hayes, Middlesex UB4",51.53796,-0.433305,2021-08-18,"2","0",NA,"0","0","0","0",2,0,0,"semi-detached house "
0,"2 bed flat for sale ","Ravensbury Terrace, Earlsfield SW18",51.44096,-0.19036,2021-08-18,"2","0",NA,"1","1","0","0",2,1,1,"flat "
685000,"2 bed flat for sale ","Ravensbury Terrace, Earlsfield SW18",51.44096,-0.19036,2021-08-18,"2","0",NA,"1","1","0","0",2,1,1,"flat "
825000,"3 bed flat for sale ","Ravensbury Terrace, Earlsfield SW18",51.44096,-0.19036,2021-08-18,"3","2",NA,"0","1","0","0",3,2,1,"flat "
415000,"2 bed flat for sale ","Greenford Avenue, Hanwell, London W7",51.52407,-0.34128,2021-08-18,"2","0",NA,"0","0","0","0",2,0,0,"flat "
1e+06,"5 bed semi-detached house for sale ","Valleyfield Road, London SW16",51.42629,-0.119476,2021-08-18,"5","2",NA,"0","0","2","0",5,2,2,"semi-detached house "
1390000,"2 bed flat for sale ","Fulham Reach, Fulham W6",51.4872,-0.226983,2021-08-18,"2","2","1,031","0","1","0","0",2,2,1,"flat "
985000,"2 bed flat for sale ","Fulham Reach, Distillery Wharf, Parr Way, Fulham W6",51.4872,-0.226983,2021-08-18,"2","2",NA,"0","1","0","0",2,2,1,"flat "
1195000,"2 bed flat for sale ","Fulham Reach, Fulham W6",51.4872,-0.226983,2021-08-18,"2","2","818","0","1","0","0",2,2,1,"flat "
35000,"Land for sale ","Snakey Lane, Feltham TW13",51.43039,-0.412015,2021-08-18,"0","0","5,314,320","0","0","0","0",0,0,0,"Land "
950000,"3 bed terraced house for sale ","Chelmer Road, Hackney, London E9",51.55123,-0.04244,2021-08-18,"3","0",NA,"1","0","2","0",3,1,2,"terraced house "
9e+05,"2 bed property for sale ","Deptford High Street, London SE8",51.47559,-0.025506,2021-08-18,"2","2",NA,"0","0","2","0",2,2,2,"property "
445000,"1 bed flat for sale ","Ainsworth Road, London E9",51.53956,-0.050933,2021-08-18,"0","0",NA,"1","1","0","1",1,1,1,"flat "
415000,"1 bed flat for sale ","Dundas Court, 29 Dowells Street, London SE10",51.48281,-0.016003,2021-08-18,"0","0",NA,"1","1","0","1",1,1,1,"flat "
6e+05,"4 bed terraced house for sale ","Aberfoyle Road, London SW16",51.41844,-0.137546,2021-08-18,"4","2",NA,"0","1","0","0",4,2,1,"terraced house "
1e+06,"7 bed property for sale ","Vestry Road, Camberwell, London SE5",51.47076,-0.08177,2021-08-18,"7","4",NA,"0","0","0","0",7,4,0,"property "
399950,"1 bed flat for sale ","Malden Road, Kentish Town, London NW5",51.54747,-0.151799,2021-08-18,"0","0",NA,"1","1","0","1",1,1,1,"flat "
2375000,"2 bed flat for sale ","Greville House, Kinnerton Street SW1X",51.49967,-0.157289,2021-08-18,"2","2",NA,"0","1","0","0",2,2,1,"flat "
420000,"3 bed maisonette for sale ","Turnpike Link, Park Hill, East Croydon CR0",51.3737,-0.086179,2021-08-18,"3","0","806","1","1","0","0",3,1,1,"maisonette "
425000,"1 bed flat for sale ","Camborne Mews, London W11",51.51543,-0.210484,2021-08-18,"0","0",NA,"1","1","0","1",1,1,1,"flat "
285000,"1 bed flat for sale ","1 Saffron Central Square, Croydon, Surrey CR0",51.37918,-0.099493,2021-08-18,"0","0",NA,"0","0","0","1",1,0,0,"flat "
680000,"4 bed semi-detached house for sale ","Olyffe Avenue, Welling, Kent DA16",51.46579,0.104975,2021-08-18,"4","0",NA,"0","0","0","0",4,0,0,"semi-detached house "
3e+05,"2 bed flat for sale ","Wyndham Road, London SE5",51.48017,-0.099129,2021-08-18,"2","0",NA,"0","0","0","0",2,0,0,"flat "
9e+05,"2 bed flat for sale ","Westbourne Road, London N7",51.54413,-0.110817,2021-08-18,"2","0",NA,"1","1","0","0",2,1,1,"flat "
575000,"2 bed flat for sale ","Springhill House, 249 Willesden Lane, London NW2",51.54659,-0.222074,2021-08-18,"2","0",NA,"1","1","0","0",2,1,1,"flat "
550000,"1 bed flat for sale ","Aberdeen Park, London N5",51.5515,-0.0932,2021-08-18,"0","0",NA,"1","1","0","1",1,1,1,"flat "
6e+05,"3 bed flat for sale ","Highbury Estate, London N5",51.54978,-0.094065,2021-08-18,"3","2",NA,"0","1","0","0",3,2,1,"flat "
575000,"2 bed maisonette for sale ","Tranquil Vale, London SE3",51.46704,0.007354,2021-08-18,"2","0",NA,"1","1","0","0",2,1,1,"maisonette "
1200000,"3 bed end terrace house for sale ","Gillespie Road, Highbury N5",51.55855,-0.105456,2021-08-18,"3","0",NA,"1","0","2","0",3,1,2,"end terrace house "
6e+05,"2 bed terraced house for sale ","Colomb Street, Greenwich, London SE10",51.48598,0.006028,2021-08-18,"2","0",NA,"1","1","0","0",2,1,1,"terraced house "
0,"0","0",NA,NA,2021-08-18,"0","0",NA,"0","0","0","0",0,0,0,"0"
350000,"3 bed flat for sale ","Western Road, Southall, Greater London. UB2",51.50026,-0.387889,2021-08-18,"3","0",NA,"1","1","0","0",3,1,1,"flat "
278000,"Studio for sale ","Deals Gateway, London SE10",51.47405,-0.021597,2021-08-18,"0","0",NA,"1","1","0","0",0,1,1,"Studio "
5e+05,"2 bed flat for sale ","Vesta Road, Brockley SE4",51.46845,-0.040527,2021-08-18,"2","0",NA,"1","1","0","0",2,1,1,"flat "
