"price","types","address","latitude","longitude","date","beds","baths","sq.","bath","reception","receptions","bed","TotalBeds","TotalBaths","TotalReceptions","FlatType"
725000,"2 bed flat for sale ","Hemstal Road, West Hampstead NW6",51.5446,-0.193685,2021-08-27,"2","2",NA,"0","1","0","0",2,2,1,"flat "
349950,"Studio for sale ","Ladbroke Grove, London W10",51.51947,-0.211001,2021-08-27,"0","0",NA,"0","1","0","0",0,0,1,"Studio "
499950,"Studio for sale ","Chelsea Manor Street, London SW3",51.48813,-0.168263,2021-08-27,"0","0",NA,"1","1","0","0",0,1,1,"Studio "
3795000,"3 bed flat for sale ","Cranley Gardens, South Ken SW7",51.49008,-0.179686,2021-08-27,"3","3",NA,"0","1","0","0",3,3,1,"flat "
750000,"3 bed terraced house for sale ","Hercules Street, London N7",51.55943,-0.119798,2021-08-27,"3","0",NA,"1","1","0","0",3,1,1,"terraced house "
2600000,"3 bed flat for sale ","Evelyn Gardens, London SW7",51.48884,-0.178106,2021-08-27,"3","2",NA,"0","1","0","0",3,2,1,"flat "
499950,"2 bed terraced house for sale ","Hartland Drive, Ruislip HA4",51.561,-0.400056,2021-08-27,"2","0","953","1","0","2","0",2,1,2,"terraced house "
3200000,"Terraced house for sale ","Moreton Terrace, Pimlico, London SW1V",51.4891,-0.138053,2021-08-27,"0","0",NA,"0","0","0","0",0,0,0,"Terraced house "
1150000,"2 bed end terrace house for sale ","Kingston Road, Teddington, Middlesex TW11",51.42048,-0.318539,2021-08-27,"2","2",NA,"0","0","3","0",2,2,3,"end terrace house "
550000,"2 bed flat for sale ","Shannon Court, Dynevor Road, London N16",51.5596,-0.075601,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
795000,"1 bed flat for sale ","Rufford Mews, 1 Rufford Street, London N1",51.54017,-0.122316,2021-08-27,"0","2",NA,"0","1","0","1",1,2,1,"flat "
440000,"3 bed terraced house for sale ","Pascoe Road, London SE13",51.45496,-0.00476,2021-08-27,"3","0",NA,"1","1","0","0",3,1,1,"terraced house "
160000,"2 bed flat for sale ","Eglinton Hill, London SE18",51.47678,0.069622,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
270000,"2 bed flat for sale ","Harrow Road, Sudbury, Wembley HA0",51.55746,-0.320981,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
975000,"4 bed semi-detached house for sale ","Peter Avenue, London NW10",51.54509,-0.231197,2021-08-27,"4","3","1,957","0","0","2","0",4,3,2,"semi-detached house "
375000,"2 bed cottage for sale ","Cross Road, Croydon CR0",51.38053,-0.090462,2021-08-27,"2","0",NA,"1","0","2","0",2,1,2,"cottage "
850000,"4 bed semi-detached house for sale ","Browning Road, Enfield EN2",51.66913,-0.083955,2021-08-27,"4","2",NA,"0","0","2","0",4,2,2,"semi-detached house "
415000,"2 bed maisonette for sale ","Avenue Road, Beckenham BR3",51.4087,-0.050777,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"maisonette "
847000,"3 bed flat for sale ","123 City Island Way, London E14",51.51205,-0.007411947,2021-08-27,"3","3","1,056","0","0","0","0",3,3,0,"flat "
550000,"4 bed end terrace house for sale ","Lorimer Row, Trinity Village, Bromley BR2",51.3873,0.038616,2021-08-27,"4","2",NA,"0","0","2","0",4,2,2,"end terrace house "
835000,"3 bed detached house for sale ","Parkhill Road, Bexley DA5",51.44312,0.140939,2021-08-27,"3","0",NA,"1","0","3","0",3,1,3,"detached house "
475000,"2 bed flat for sale ","Eddison Court, 253 Sussex Way, London N19",51.56619,-0.122405,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
425000,"1 bed flat for sale ","Vicarage Crescent, London SW11",51.47282,-0.175707,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
345000,"2 bed flat for sale ","Dora Street, Limehouse E14",51.51526,-0.032061,2021-08-27,"2","0","667","1","1","0","0",2,1,1,"flat "
5e+05,"3 bed semi-detached house for sale ","St. James Avenue, Sutton SM1",51.36493,-0.203816,2021-08-27,"3","0",NA,"1","1","0","0",3,1,1,"semi-detached house "
319995,"2 bed flat for sale ","Galpins Road, Thornton Heath CR7",51.3994,-0.121046,2021-08-27,"2","0",NA,"1","0","0","0",2,1,0,"flat "
350000,"2 bed flat for sale ","Anerley Road, Anerley, London SE20",51.41089,-0.065066,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
310000,"2 bed flat for sale ","Kensington House, West Drayton UB7",51.50563,-0.46229,2021-08-27,"2","2",NA,"0","1","0","0",2,2,1,"flat "
1200000,"3 bed flat for sale ","123 City Island Way, London E14",51.51205,-0.007411947,2021-08-27,"3","3","1,269","0","0","0","0",3,3,0,"flat "
950000,"3 bed terraced house for sale ","Hinton Road, Herne Hill SE24",51.4652,-0.102285,2021-08-27,"3","0",NA,"0","0","0","0",3,0,0,"terraced house "
425000,"2 bed flat for sale ","Foxwell Street, London SE4",51.46495,-0.039194,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
475000,"3 bed flat for sale ","Godolphin Road, London W12",51.50558,-0.2329,2021-08-27,"3","0",NA,"1","1","0","0",3,1,1,"flat "
450000,"1 bed flat for sale ","Sisters Avenue, London SW11",51.46382,-0.159612,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
1375000,"4 bed property for sale ","First Avenue, London SW14",51.46898,-0.255885,2021-08-27,"4","2",NA,"0","0","2","0",4,2,2,"property "
5e+05,"2 bed flat for sale ","Yeoman Street, London SE8",51.49059,-0.039304,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
510000,"2 bed flat for sale ","Sydenham Hill, London SE26",51.42865,-0.075517,2021-08-27,"2","2",NA,"0","1","0","0",2,2,1,"flat "
650000,"4 bed semi-detached house for sale ","Brook Avenue, Edgware HA8",51.61437,-0.271188,2021-08-27,"4","0",NA,"1","0","2","0",4,1,2,"semi-detached house "
125000,"Land for sale ","Bentry Road, Dagenham RM8",51.56036,0.138455,2021-08-27,"0","0",NA,"0","0","0","0",0,0,0,"Land "
4e+05,"3 bed terraced house for sale ","Surrey Road, Dagenham RM10",51.54691,0.160019,2021-08-27,"3","0",NA,"1","1","0","0",3,1,1,"terraced house "
650000,"3 bed flat for sale ","Clive Road, Dulwich SE21",51.43306,-0.091043,2021-08-27,"3","2",NA,"0","1","0","0",3,2,1,"flat "
1855000,"2 bed flat for sale ","Barts Square, 56 West Smithfield, Smithfield Market, City Of London EC1A",51.5186,-0.100153,2021-08-27,"2","2",NA,"0","1","0","0",2,2,1,"flat "
3e+05,"2 bed flat for sale ","Harleyford, Upper Park Road, Bromley, Kent BR1",51.48448,-0.118181,2021-08-27,"2","0",NA,"0","0","0","0",2,0,0,"flat "
1300000,"4 bed terraced house for sale ","Fielding Mews, Barnes SW13",51.48492,-0.234902,2021-08-27,"4","3",NA,"0","1","0","0",4,3,1,"terraced house "
580000,"3 bed terraced house for sale ","Lower Camden, Chislehurst, Kent BR7",51.40911,0.053999,2021-08-27,"3","2","1,129","0","1","0","0",3,2,1,"terraced house "
575000,"4 bed town house for sale ","The Ridgeway, London E4",51.62681,-0.009972,2021-08-27,"4","0",NA,"0","0","0","0",4,0,0,"town house "
7848000,"3 bed flat for sale ","Marylebone Square, London W1U",51.51957,-0.152723,2021-08-27,"3","3",NA,"0","1","0","0",3,3,1,"flat "
325000,"1 bed flat for sale ","Leithcote Path, London SW16",51.43266,-0.118335,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
6e+05,"3 bed terraced house for sale ","Nightingale Lane, Bromley, Kent BR1",51.40232,0.034194,2021-08-27,"3","0",NA,"0","0","0","0",3,0,0,"terraced house "
840000,"2 bed flat for sale ","123 City Island Way, London E14",51.51205,-0.007411947,2021-08-27,"2","2","820","0","0","0","0",2,2,0,"flat "
975000,"4 bed detached house for sale ","Birch Grove, Potters Bar, Hertfordshire EN6",51.69522,-0.187122,2021-08-27,"4","2",NA,"0","0","3","0",4,2,3,"detached house "
520000,"3 bed terraced house for sale ","Pinner Road, Harrow HA1",51.5819,-0.351762,2021-08-27,"3","2",NA,"0","0","2","0",3,2,2,"terraced house "
450000,"2 bed semi-detached bungalow for sale ","Tunstall Avenue, Ilford IG6",51.60653,0.110433,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"semi-detached bungalow "
625000,"3 bed semi-detached house for sale ","Northwick Avenue, Kenton HA3",51.57929,-0.319715,2021-08-27,"3","2",NA,"0","1","0","0",3,2,1,"semi-detached house "
550000,"3 bed terraced house for sale ","Eastbury Avenue, Enfield EN1",51.66228,-0.070773,2021-08-27,"3","2",NA,"0","1","0","0",3,2,1,"terraced house "
599999,"2 bed flat for sale ","453 Kingsland Road, London E8",51.54361,-0.076484,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
775000,"3 bed maisonette for sale ","Sarsfeld Road, London SW12",51.44184,-0.162452,2021-08-27,"3","2",NA,"0","1","0","0",3,2,1,"maisonette "
699950,"2 bed flat for sale ","Clapham Common South Side, London SW4",51.45567,-0.144357,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
375000,"2 bed end terrace house for sale ","Guildford Road, Croydon CR0",51.38984,-0.094282,2021-08-27,"2","0",NA,"1","0","2","0",2,1,2,"end terrace house "
5e+05,"2 bed flat for sale ","Bromyard Avenue, London W3",51.50754,-0.249969,2021-08-27,"2","2",NA,"0","1","0","0",2,2,1,"flat "
230000,"1 bed maisonette for sale ","Sorrel Bank, Linton Glade, Croydon CR0",51.3452,-0.045726,2021-08-27,"0","0",NA,"0","0","0","1",1,0,0,"maisonette "
485000,"3 bed flat for sale ","Reynolds House, Approach Road, London E2",51.53287,-0.050291,2021-08-27,"3","0",NA,"1","1","0","0",3,1,1,"flat "
260000,"1 bed flat for sale ","Eastmead Avenue, Greenford UB6",51.53059,-0.363203,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
2685000,"2 bed flat for sale ","Cheyne Place, Chelsea SW3",51.4847,-0.163636,2021-08-27,"2","2","1,605","0","1","0","0",2,2,1,"flat "
1100000,"3 bed maisonette for sale ","St. Georges Drive, London SW1V",51.49013,-0.143103,2021-08-27,"3","2",NA,"0","1","0","0",3,2,1,"maisonette "
325000,"2 bed maisonette for sale ","Wellington Road, Harrow HA3",51.59595,-0.338822,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"maisonette "
785000,"1 bed flat for sale ","Marsham Street, London SW1P",51.4958,-0.130052,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
735000,"2 bed flat for sale ","123 City Island Way, London E14",51.51205,-0.007411947,2021-08-27,"2","2","839","0","0","0","0",2,2,0,"flat "
525000,"2 bed cottage for sale ","Brighton Grove, London SE14",51.47504,-0.042131,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"cottage "
749500,"2 bed flat for sale ","Elsham Road, London W14",51.50201,-0.214152,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
5e+05,"1 bed flat for sale ","Queensland Road, Holloway, Islington, London N7",51.55338,-0.106955,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
425000,"Studio for sale ","Formosa Street, London W9",51.52466,-0.184751,2021-08-27,"0","0",NA,"1","1","0","0",0,1,1,"Studio "
325000,"1 bed flat for sale ","Evelina Road, London SE15",51.4679,-0.054058,2021-08-27,"0","0",NA,"0","0","0","1",1,0,0,"flat "
415000,"2 bed terraced house for sale ","Westbury Avenue, Southall UB1",51.5281,-0.37014,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"terraced house "
375000,"1 bed flat for sale ","7 Station Approach, London SE26",51.4245,-0.032353,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
4e+05,"1 bed flat for sale ","King &amp; Queen Wharf, Surrey Quays SE16",51.50679,-0.043897,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
325000,"2 bed flat for sale ","Lucas Court, Strasburg Road, Battersea, London SW11",51.47372,-0.151869,2021-08-27,"2","0","738","1","1","0","0",2,1,1,"flat "
635000,"3 bed link-detached house for sale ","Ellingham Road, Chessington KT9",51.35943,-0.307994,2021-08-27,"3","2",NA,"0","0","2","0",3,2,2,"link-detached house "
2400000,"Block of flats for sale ","The Vale, London NW11",51.56543,-0.209561,2021-08-27,"0","0",NA,"0","0","0","0",0,0,0,"Block of flats "
1035000,"5 bed property for sale ","Bournemouth Road, Wimbledon, London SW19",51.41341,-0.198453,2021-08-27,"5","2",NA,"0","0","2","0",5,2,2,"property "
3950000,"6 bed detached house for sale ","Lincoln Avenue, Wimbledon, London SW19",51.43488,-0.222367,2021-08-27,"6","5",NA,"0","0","4","0",6,5,4,"detached house "
6e+05,"3 bed terraced house for sale ","Canterbury Road, Leyton, London E10",51.57428,-0.003202,2021-08-27,"3","0",NA,"1","0","3","0",3,1,3,"terraced house "
7e+05,"4 bed end terrace house for sale ","Western Avenue, London W3",51.52406,-0.267706,2021-08-27,"4","3",NA,"0","0","2","0",4,3,2,"end terrace house "
650000,"3 bed terraced house for sale ","Fernlea Road, Mitcham CR4",51.40986,-0.157026,2021-08-27,"3","0",NA,"1","1","0","0",3,1,1,"terraced house "
1250000,"3 bed flat for sale ","Stevenage Road, Fulham SW6",51.47693,-0.221997,2021-08-27,"3","3","1,354","0","1","0","0",3,3,1,"flat "
950000,"3 bed bungalow for sale ","Bassett Close, Sutton SM2",51.34852,-0.193112,2021-08-27,"3","0",NA,"1","0","2","0",3,1,2,"bungalow "
676000,"2 bed flat for sale ","123 City Island Way, London E14",51.51205,-0.007411947,2021-08-27,"2","2","903","0","0","0","0",2,2,0,"flat "
5e+05,"1 bed flat for sale ","Burma Road, Stoke Newington, London N16",51.55539,-0.088117,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
595000,"3 bed detached house for sale ","Hayfield Road, Orpington BR5",51.3903,0.101374,2021-08-27,"3","0",NA,"0","0","0","0",3,0,0,"detached house "
5e+05,"2 bed semi-detached house for sale ","Miles Road, Epsom KT19",51.33892,-0.264304,2021-08-27,"2","0",NA,"1","0","2","0",2,1,2,"semi-detached house "
3200000,"3 bed flat for sale ","Cheyne Court, Chelsea, London SW3",51.48443,-0.163843,2021-08-27,"3","2",NA,"0","1","0","0",3,2,1,"flat "
410000,"3 bed terraced house for sale ","Holme Road, Hornchurch RM11",51.5629,0.236424,2021-08-27,"3","0",NA,"1","1","0","0",3,1,1,"terraced house "
450000,"2 bed flat for sale ","Borough Road, Osterley, Isleworth TW7",51.48069,-0.337432,2021-08-27,"2","2",NA,"0","1","0","0",2,2,1,"flat "
1500000,"4 bed terraced house for sale ","Black Lion Lane, Hammersmith, London W6",51.49231,-0.242707,2021-08-27,"4","0",NA,"1","0","2","0",4,1,2,"terraced house "
8e+05,"1 bed flat for sale ","St Georges Square, Pimlico, London SW1V",51.48616,-0.133788,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
235000,"1 bed flat for sale ","Moore Road, Upper Nowood, London SE19",51.42204,-0.102715,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
650000,"2 bed flat for sale ","Rutherford House, 483 Battersea Park Road, Battersea, London SW11",51.47175,-0.163986,2021-08-27,"2","2",NA,"0","1","0","0",2,2,1,"flat "
425000,"2 bed flat for sale ","Nether Street, Woodside Park, London N12",51.61428,-0.184791,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
675000,"4 bed semi-detached house for sale ","London, Mill Hill, London NW7",51.61326,-0.221227,2021-08-27,"4","2",NA,"0","0","0","0",4,2,0,"semi-detached house "
850000,"2 bed maisonette for sale ","Danestone Court, Aldgate E1",51.5146,-0.070188,2021-08-27,"2","2","844","0","1","0","0",2,2,1,"maisonette "
3250000,"2 bed flat for sale ","Balfour Mews, Mayfair, London W1K",51.50847,-0.152127,2021-08-27,"2","2",NA,"0","1","0","0",2,2,1,"flat "
525000,"3 bed terraced house for sale ","Earlshall Road, Eltham SE9",51.4588,0.061074,2021-08-27,"3","0",NA,"1","0","2","0",3,1,2,"terraced house "
510000,"2 bed flat for sale ","Rotherhithe Street, Rotherhithe, London SE16",51.50475,-0.045687,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
380000,"1 bed flat for sale ","Denbigh Street, London SW1V",51.49156,-0.139502,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
1395000,"6 bed property for sale ","Fernwood Avenue, London SW16",51.42925,-0.133515,2021-08-27,"6","3",NA,"0","0","2","0",6,3,2,"property "
1e+06,"2 bed detached house for sale ","Old Ford Road, London E3",51.53234,-0.045052,2021-08-27,"2","2","800","0","1","0","0",2,2,1,"detached house "
1600000,"5 bed property for sale ","Rowfant Road, London SW17",51.4406,-0.156622,2021-08-27,"5","2",NA,"0","0","2","0",5,2,2,"property "
775000,"3 bed flat for sale ","New Park Road, London SW2",51.44369,-0.132056,2021-08-27,"3","2",NA,"0","1","0","0",3,2,1,"flat "
350000,"2 bed flat for sale ","Jasper Road, Crystal Palace, London SE19",51.42035,-0.079692,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
325000,"2 bed flat for sale ","48B Bromar Road, East Dulwich, London SE5",51.46486,-0.079868,2021-08-27,"2","0",NA,"0","0","0","0",2,0,0,"flat "
1425000,"2 bed flat for sale ","Upper Ground, River Court, Upper Ground SE1",51.50823,-0.104827,2021-08-27,"2","2",NA,"0","1","0","0",2,2,1,"flat "
1500000,"3 bed flat for sale ","Torrington Place, London WC1E",51.52167,-0.134756,2021-08-27,"3","2",NA,"0","1","0","0",3,2,1,"flat "
1e+05,"Studio for sale ","Flat 3, 21 Kidderminster Road, Croydon, Surrey CR0",51.38221,-0.103201,2021-08-27,"0","0",NA,"0","0","0","0",0,0,0,"Studio "
1100000,"2 bed flat for sale ","Leamington Road Villas, London W11",51.51853,-0.201224,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
390000,"3 bed terraced house for sale ","Laurel Crescent, Shirley, Croydon, Surrey CR0",51.3684,-0.029041,2021-08-27,"3","0",NA,"1","1","0","0",3,1,1,"terraced house "
595000,"1 bed flat for sale ","123 City Island Way, London E14",51.51205,-0.007411947,2021-08-27,"0","0","560","1","0","0","1",1,1,0,"flat "
1e+05,"Studio for sale ","13D Broomhill Road, Ilford, Essex IG3",51.56182,0.111078,2021-08-27,"0","0",NA,"0","0","0","0",0,0,0,"Studio "
134750,"1 bed flat for sale ","Barge Walk, Greenwich, Greenwich, London SE10",51.49793,0.011377,2021-08-27,"0","0",NA,"1","0","0","1",1,1,0,"flat "
120000,"1 bed flat for sale ","42B Lancing Road, Croydon, Surrey CR0",51.387,-0.12,2021-08-27,"0","0",NA,"0","0","0","1",1,0,0,"flat "
299995,"1 bed flat for sale ","Grove Park, Colindale, London NW9",51.59195,-0.25922,2021-08-27,"0","0","422","1","0","0","1",1,1,0,"flat "
6e+05,"1 bed flat for sale ","Lexham Gardens, Kensington, London W8",51.49579,-0.19094,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
1050000,"2 bed flat for sale ","The Maple Building, 39-51 Highgate Road, Kentish Town NW5",51.55336,-0.143424,2021-08-27,"2","2",NA,"0","1","0","0",2,2,1,"flat "
595000,"1 bed flat for sale ","Brook Mews North, London W2",51.51284,-0.178062,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
525000,"3 bed terraced house for sale ","Colegrove Road, London SE15",51.48024,-0.071547,2021-08-27,"3","2",NA,"0","0","2","0",3,2,2,"terraced house "
420000,"2 bed flat for sale ","Birkbeck Road, Hornsey N8",51.58643,-0.120782,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
735000,"3 bed terraced house for sale ","Belmont Avenue, Palmers Green N13",51.61584,-0.115884,2021-08-27,"3","0",NA,"1","0","2","0",3,1,2,"terraced house "
495000,"1 bed maisonette for sale ","Campden Street, Kensington, London W8",51.50681,-0.196023,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"maisonette "
550000,"2 bed flat for sale ","Hamilton Road, London NW11",51.57388,-0.211668,2021-08-27,"2","0","760","1","1","0","0",2,1,1,"flat "
525000,"3 bed property for sale ","Lodge Close, Isleworth TW7",51.47882,-0.321816,2021-08-27,"3","2",NA,"0","1","0","0",3,2,1,"property "
2300000,"5 bed detached house for sale ","Thornet Wood Road, Bromley BR1",51.39823,0.058513,2021-08-27,"5","5",NA,"0","0","3","0",5,5,3,"detached house "
540000,"3 bed end terrace house for sale ","Armstrong Close, Pinner, Middlesex HA5",51.58368,-0.41092,2021-08-27,"3","0",NA,"1","1","0","0",3,1,1,"end terrace house "
1125000,"3 bed flat for sale ","Warwick Gardens, London W14",51.49482,-0.200818,2021-08-27,"3","2",NA,"0","1","0","0",3,2,1,"flat "
650000,"1 bed flat for sale ","Royal Mint Street, London E1",51.51208,-0.06926726,2021-08-27,"0","0",NA,"1","0","0","1",1,1,0,"flat "
520000,"1 bed flat for sale ","Jerusalem Passage, London EC1V",51.52319,-0.103998,2021-08-27,"0","0",NA,"1","0","0","1",1,1,0,"flat "
249950,"1 bed maisonette for sale ","Rabournmead Drive, Northolt UB5",51.5526,-0.38304,2021-08-27,"0","0","478","1","1","0","1",1,1,1,"maisonette "
4e+05,"1 bed flat for sale ","Southside Apartments, Richmond TW9",51.46877,-0.277614,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
575000,"2 bed flat for sale ","Aberdeen Road, London N5",51.557,-0.095192,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
299950,"1 bed flat for sale ","Catherine Place, Courtfield Avenue, Harrow HA1",51.5843,-0.329953,2021-08-27,"0","0","442","1","1","0","1",1,1,1,"flat "
799950,"5 bed terraced house for sale ","Hollyview Close, Hendon NW4",51.58102,-0.234206,2021-08-27,"5","3",NA,"0","0","2","0",5,3,2,"terraced house "
440000,"2 bed flat for sale ","Leon House, 233 High Street, Central Croydon, Croydon CR0",51.36917,-0.098859,2021-08-27,"2","0",NA,"0","0","0","0",2,0,0,"flat "
1400000,"4 bed terraced house for sale ","Leconfield Road, London N5",51.55295,-0.088884,2021-08-27,"4","2","1,979","0","1","0","0",4,2,1,"terraced house "
7e+05,"3 bed terraced house for sale ","Claylands Road, Oval SW8",51.48208,-0.117102,2021-08-27,"3","0",NA,"1","1","0","0",3,1,1,"terraced house "
460000,"3 bed flat for sale ","Coltman House, Welland Street, Greenwich, London SE10",51.48261,-0.01146,2021-08-27,"3","0",NA,"1","1","0","0",3,1,1,"flat "
550000,"2 bed detached bungalow for sale ","Oak Road, Orpington BR6",51.34935,0.09732,2021-08-27,"2","0","811","1","1","0","0",2,1,1,"detached bungalow "
250000,"1 bed flat for sale ","Burdett Road, Croydon CR0",51.38793,-0.092505,2021-08-27,"0","0",NA,"0","0","0","1",1,0,0,"flat "
360000,"2 bed maisonette for sale ","Dorville Road, London SE12",51.45238,0.013162,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"maisonette "
2300000,"4 bed flat for sale ","Grove Hall Court, Hall Road, London NW8",51.53023,-0.178142,2021-08-27,"4","2",NA,"0","1","0","0",4,2,1,"flat "
118500,"1 bed terraced house for sale ","Parade Gardens, Chingford, Waltham Forest, Waltham Forest E4",51.60372,-0.014104,2021-08-27,"0","0",NA,"1","0","0","1",1,1,0,"terraced house "
950000,"4 bed detached house for sale ","Shaftesbury Avenue, Norwood Green UB2",51.49842,-0.372014,2021-08-27,"4","3","1,990","0","0","2","0",4,3,2,"detached house "
695000,"2 bed flat for sale ","Blenheim Terrace, St John's Wood, London NW8",51.53527,-0.182051,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
375000,"2 bed end terrace house for sale ","Merlin Gardens, Downham, Bromley BR1",51.43019,0.013337,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"end terrace house "
850000,"2 bed flat for sale ","Holland Road, London W14",51.48965,-0.195016,2021-08-27,"2","2",NA,"0","1","0","0",2,2,1,"flat "
0,"0","0",NA,NA,2021-08-27,"0","0",NA,"0","0","0","0",0,0,0,"0"
440000,"3 bed maisonette for sale ","Roman Road, Bethnal Green E2",51.53034,-0.044805,2021-08-27,"3","2","866","0","1","0","0",3,2,1,"maisonette "
575000,"2 bed flat for sale ","Cottage Close, Harrow-On-The-Hill, Harrow HA2",51.56747,-0.341765,2021-08-27,"2","0",NA,"0","0","0","0",2,0,0,"flat "
445000,"1 bed flat for sale ","Sylvester Path, Hackney Central, London E8",51.54591,-0.056051,2021-08-27,"0","0","603","1","1","0","1",1,1,1,"flat "
7500000,"3 bed flat for sale ","Portman Square, London W1H",51.51641,-0.155547,2021-08-27,"3","3","1,907","0","1","0","0",3,3,1,"flat "
5e+05,"4 bed property for sale ","Lynhurst Road, Uxbridge UB10",51.54681,-0.440419,2021-08-27,"4","0",NA,"1","0","3","0",4,1,3,"property "
399950,"3 bed property for sale ","Fairfield Gardens, London N8",51.58134,-0.121381,2021-08-27,"3","0",NA,"1","1","0","0",3,1,1,"property "
395000,"1 bed flat for sale ","Warltersville Road, London N19",51.57233,-0.123831,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
715000,"5 bed bungalow for sale ","Bowford Avenue, Bexleyheath DA7",51.46888,0.132172,2021-08-27,"5","2",NA,"0","0","3","0",5,2,3,"bungalow "
2295000,"6 bed flat for sale ","Cricklewood Broadway, London NW2",51.55643,-0.21525,2021-08-27,"6","0","3,355","0","0","0","0",6,0,0,"flat "
6e+05,"4 bed flat for sale ","Smallwood Road, Tooting SW17",51.43051,-0.178639,2021-08-27,"4","2",NA,"0","1","0","0",4,2,1,"flat "
595000,"2 bed flat for sale ","Wagtail Court, Pipit Drive SW15",51.45449,-0.224484,2021-08-27,"2","2",NA,"0","1","0","0",2,2,1,"flat "
560000,"2 bed detached house for sale ","Granville Road, London NW2",51.56692,-0.202594,2021-08-27,"2","2",NA,"0","0","2","0",2,2,2,"detached house "
850000,"2 bed maisonette for sale ","Bennett Park, Blackheath, London SE3",51.46573,0.011245,2021-08-27,"2","0",NA,"1","0","2","0",2,1,2,"maisonette "
8e+05,"5 bed end terrace house for sale ","Forster Road, Beckenham BR3",51.40106,-0.044127,2021-08-27,"5","2",NA,"0","0","2","0",5,2,2,"end terrace house "
825000,"2 bed flat for sale ","Fulham Road, London SW6",51.47558,-0.206241,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
105000,"1 bed flat for sale ","Pelman Way, Epsom KT19",51.34613,-0.284274,2021-08-27,"0","0",NA,"1","0","0","1",1,1,0,"flat "
675000,"1 bed flat for sale ","Hammersmith Grove, London W6",51.49484,-0.226025,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
1e+06,"4 bed terraced house for sale ","Glaisher Street, London SE8",51.48276,-0.020343,2021-08-27,"4","3",NA,"0","0","2","0",4,3,2,"terraced house "
325000,"1 bed flat for sale ","Radlett Close, London E7",51.5446,0.016174,2021-08-27,"0","0","421","1","1","0","1",1,1,1,"flat "
595000,"2 bed flat for sale ","Denbigh Street, London SW1V",51.48897,-0.138959,2021-08-27,"2","0",NA,"1","1","0","0",2,1,1,"flat "
649950,"3 bed semi-detached house for sale ","Hill Road, Pinner HA5",51.5823,-0.38343,2021-08-27,"3","0",NA,"1","0","2","0",3,1,2,"semi-detached house "
415000,"2 bed flat for sale ","100 Canbury Park Road, Kingston Upon Thames KT2",51.41297,-0.29752,2021-08-27,"2","2",NA,"0","1","0","0",2,2,1,"flat "
4e+05,"1 bed flat for sale ","Forburg Road, London N16",51.56727,-0.065283,2021-08-27,"0","0",NA,"1","1","0","1",1,1,1,"flat "
